"id","mass","diameter","thickness","answer"
137,2.47575358780101,19.1279383999417,1.53346737367696,"cent"
138,2.51205257568993,19.2740020582907,1.51664269103566,"cent"
139,2.48138455688835,18.1436642243493,1.5174571337344,"cent"
140,2.5193628113362,19.2335882625337,1.50480758430807,"cent"
141,2.58007763093988,19.1482149334907,1.52345600188744,"cent"
142,2.55725200507608,18.8036379327096,1.50767873524942,"cent"
143,2.60788536160224,19.053816198298,1.56469443200973,"cent"
144,2.43526720097885,18.9846717885795,1.5303536780035,"cent"
145,2.51350173453426,18.7051673266137,1.52052693375375,"cent"
146,2.45151607060996,19.2943859702263,1.54967944645859,"cent"
147,2.39987555365807,19.4737192882227,1.48604502256732,"cent"
148,2.52046461710422,19.2762806146191,1.51453101430314,"cent"
149,2.47096987194131,19.1066885781839,1.53200607965155,"cent"
150,2.53974862689769,18.34625364822,1.47522866322591,"cent"
151,2.56436810535347,19.4088890316746,1.53190950564211,"cent"
152,2.53218302832,19.3644992792591,1.44719715223398,"cent"
153,2.54996246934875,18.8836977531388,1.52630967648607,"cent"
154,2.48671789896024,19.3489967827536,1.51046579379657,"cent"
155,2.52333266946497,18.9160341208247,1.49010134195898,"cent"
156,2.55445047296981,19.304054613866,1.56717581486332,"cent"
157,2.50293192696607,19.4357634415445,1.57404746531796,"cent"
158,2.48733330482325,18.5963600634362,1.5134513411231,"cent"
159,2.49036814420066,19.1020112449962,1.56684866417946,"cent"
160,2.48532352483726,19.1779032964755,1.51377056398446,"cent"
161,2.50092028188363,19.1576903728163,1.55633995408357,"cent"
162,2.50545932698709,19.2944336315387,1.54130961041488,"cent"
163,2.5411647971885,18.853040108056,1.56451147002037,"cent"
164,2.48285694673177,19.0137266089129,1.55841481532466,"cent"
165,2.55823377577655,18.6762417869502,1.49611277742858,"cent"
166,2.43888644232832,19.1123554023493,1.52451004614625,"cent"
167,2.51638516093098,19.2393348802055,1.50353221173385,"cent"
168,2.45528356340056,19.4020845957281,1.54054903723931,"cent"
169,2.43208750582021,19.0173739391038,1.49548686756938,"cent"
170,2.40681620182561,19.1014761929844,1.51783276763468,"cent"
171,2.49561838296191,19.1241187065836,1.54414424689789,"cent"
172,2.50925188770175,18.8386241494787,1.49989589246743,"cent"
173,2.49406887431315,19.1563048246979,1.49155434555007,"cent"
174,2.49170610090209,19.3816759435116,1.51703745670382,"cent"
175,2.46857106995825,18.9553784017469,1.5504967842011,"cent"
176,2.52475197825464,19.474056131848,1.52380571737195,"cent"
177,2.51846237934207,18.8585051247558,1.53656294150193,"cent"
178,2.47721499060148,18.5628880884398,1.52350188754112,"cent"
179,2.58756330479791,19.3246335270396,1.55188133274893,"cent"
180,2.51614850753919,18.8413257435554,1.51446669020418,"cent"
181,2.48770383519346,18.8892828455127,1.53926601688832,"cent"
182,2.44611864239356,19.3470769467015,1.54364321202314,"cent"
183,2.44606199384191,19.2692818060801,1.58649100120815,"cent"
184,2.47492530331263,19.3397176643788,1.49859895750385,"cent"
185,2.54998201381913,19.1356648964628,1.56519640511481,"cent"
186,2.43434631721584,19.0324099548476,1.5055833271812,"cent"
187,2.49112308089157,18.834117449133,1.49718603963656,"cent"
188,2.52604250685774,18.677068573143,1.56060308628738,"cent"
189,2.44662070366088,19.0846600410134,1.53458258688757,"cent"
190,2.52640309025917,18.9465310689602,1.52217517459218,"cent"
191,2.54325688683144,18.5505778370345,1.49861160149248,"cent"
192,2.51441810414425,18.8974842596282,1.55748330927505,"cent"
193,2.53029642385097,19.074745979403,1.4787477597922,"cent"
194,2.50117451013968,18.9415009987953,1.51719979939008,"cent"
195,2.44682983478249,19.2209898432293,1.4915741517932,"cent"
196,2.48982001083509,19.1807909169189,1.4985630080126,"cent"
197,2.5262346132556,18.5985685832736,1.44312456478364,"cent"
198,2.52092355958536,19.3382211066649,1.51217926921054,"cent"
199,2.52268568145662,18.6536362235488,1.51652121411725,"cent"
200,2.41263167307817,19.4550269276743,1.57088716117182,"cent"
201,2.31184547651375,17.9011838849675,1.3491900726827,"dime"
202,2.20610805535248,18.1648044271627,1.34487915940919,"dime"
203,2.24118912681506,17.4547911249628,1.3427157713315,"dime"
204,2.23333792822408,17.7820053008567,1.32041232029734,"dime"
205,2.33689415305177,17.9048411052787,1.37612116537772,"dime"
206,2.1617882126614,17.7638980835663,1.33358578031431,"dime"
207,2.21807526165357,18.4085958591388,1.3156086493496,"dime"
208,2.2809979639909,18.1828741297452,1.35433002157856,"dime"
209,2.23226857038672,18.2134130327717,1.35414529038873,"dime"
210,2.22458376146986,17.462520748034,1.40070723365818,"dime"
211,2.24030078759144,17.3118008102099,1.36295820251491,"dime"
212,2.28066483997343,17.4735508868498,1.30278615914996,"dime"
213,2.26325206603952,18.2773185765213,1.36545781405493,"dime"
214,2.24787632259601,17.6410743979018,1.35658692218904,"dime"
215,2.27442379304675,18.1130064728988,1.34038210980798,"dime"
216,2.30471522986796,17.6421629798173,1.34196776378709,"dime"
217,2.29824301211659,18.2291470471892,1.30289433575468,"dime"
218,2.27237594117603,18.106258177803,1.31474496918218,"dime"
219,2.28762105948931,17.6430131787095,1.3747921481956,"dime"
220,2.28998299047856,18.1579270788607,1.35293347970167,"dime"
221,2.30325758367606,18.355050273638,1.39777982677557,"dime"
222,2.26684080028492,17.1849509094986,1.35076608191163,"dime"
223,2.27639183077376,17.8599197669876,1.36380941348488,"dime"
224,2.30925991722333,17.7430128241625,1.34285348355011,"dime"
225,2.28424151033206,17.7326188702187,1.35221779741876,"dime"
226,2.18791524898311,17.5489667278158,1.31773554194282,"dime"
227,2.23315166620481,17.6864924862857,1.35929001496388,"dime"
228,2.30809378121498,17.6755060978928,1.32577681272821,"dime"
229,2.22547409402061,17.7763448863949,1.34419159364389,"dime"
230,2.28774320220141,17.8064112973818,1.2994927107667,"dime"
231,2.26426728713494,18.2927252840178,1.3789559108248,"dime"
232,2.23579136558383,17.4110277978621,1.40973086995233,"dime"
233,2.26136928662022,17.878583665991,1.36021995278537,"dime"
234,2.20210845322298,17.6752367229342,1.31256724955145,"dime"
235,2.23970510547763,17.948314680212,1.31683756017092,"dime"
236,2.29208545290249,18.0032787280101,1.32802757487742,"dime"
237,2.27723948944776,18.1511664051648,1.37578461465426,"dime"
238,2.25931068187253,17.879813370379,1.34789284651994,"dime"
239,2.32684623472919,18.2727006766326,1.3702759580965,"dime"
240,2.2562695991873,18.0303255735466,1.35979995504866,"dime"
241,2.22547472943393,17.3528291903509,1.36559646967193,"dime"
242,2.20556742687509,17.9105427874935,1.35608102205876,"dime"
243,2.29101932234185,17.97106723045,1.33219165250698,"dime"
244,2.30826739986437,18.4705007537752,1.37141264505689,"dime"
245,2.18865239560435,18.3611953706502,1.34863784050767,"dime"
246,2.28942910053893,18.1105310745801,1.34765052842108,"dime"
247,2.26492745521919,18.2385558560109,1.36729192671642,"dime"
248,2.30842646593251,18.6782079080084,1.36614530548777,"dime"
249,2.2764661283691,17.1973360978126,1.41540865027888,"dime"
250,2.24829520142699,18.6755669774525,1.35910383870252,"dime"
251,2.33080487443976,17.8746315866592,1.36242873933916,"dime"
252,2.27673462056092,17.849998408936,1.34707443006167,"dime"
253,2.30934794892651,17.8450539225793,1.30048431538509,"dime"
254,2.26000301730577,18.0840176954128,1.36497987390734,"dime"
255,2.2931707645807,17.3645003117022,1.35896043200967,"dime"
256,2.30751188438688,18.3215434353315,1.34453344111363,"dime"
257,2.25485905706167,18.3896491602408,1.30946934848756,"dime"
258,2.2501668530225,18.0574766251433,1.31068809750124,"dime"
259,2.27941552785591,18.5153858031068,1.3499013261215,"dime"
260,2.25663239288489,18.0631020383703,1.34321854624987,"dime"
261,2.3012062568714,18.2015719050293,1.35006540736789,"dime"
262,2.21996271935202,17.4850320018817,1.33559016401458,"dime"
263,2.30055226155445,17.2787138157941,1.3041622986428,"dime"
264,2.24131009243399,18.037145011092,1.32780034502959,"dime"
265,2.30420064269041,18.0174718109786,1.3458534572768,"dime"
266,2.30142783984577,18.0352011611897,1.33916377883874,"dime"
267,2.27743503608269,18.1187453563448,1.35865768528015,"dime"
268,2.24113739127067,18.1857000868686,1.37801635028107,"dime"
269,2.27927863249632,17.9564564610846,1.34816231053705,"dime"
270,2.35623764050946,17.9990786012499,1.34615345510259,"dime"
271,2.1656167636431,17.4053844645895,1.34811254122516,"dime"
272,2.27642174808667,17.9992581432878,1.3699626147649,"dime"
273,2.2600739220419,18.3015591355653,1.32760716015827,"dime"
274,2.21866653438063,17.5137994360802,1.36803781768773,"dime"
275,2.26461487627394,18.1646215016365,1.34349473395616,"dime"
276,2.24383659681926,17.7912504968307,1.30498141117093,"dime"
277,2.22025162660885,17.445116870707,1.375620031209,"dime"
278,2.2436145963502,18.1645060673425,1.38685072162111,"dime"
279,2.2601709851929,18.0015168818299,1.30744905927868,"dime"
280,2.23457862500253,17.928122543144,1.35726781175107,"dime"
281,2.23699833125939,18.7755448441707,1.33886111962006,"dime"
282,2.27062267895586,18.119479902133,1.34936774717499,"dime"
283,2.24172700499201,18.2469856399485,1.38925775135394,"dime"
284,2.26678777332586,18.091263746811,1.34763287628639,"dime"
285,2.30949576780747,17.5372747554385,1.40639690344307,"dime"
286,2.24336144034029,17.4396961257734,1.34147269679921,"dime"
287,2.27398922715674,18.433423004932,1.37214239514554,"dime"
288,2.27381572302984,17.4620583015367,1.32895528280447,"dime"
289,2.26133405592667,18.7330445584574,1.30479646994649,"dime"
290,2.31417417510696,17.7400302201529,1.39048357886969,"dime"
291,2.22149327307373,17.9563012583906,1.32328091211662,"dime"
292,2.30488515458979,18.3883408315794,1.39740252045555,"dime"
293,2.30056124924543,18.5042321751508,1.38028810098048,"dime"
294,2.2626163385997,18.0637872648782,1.32638054066113,"dime"
295,2.26043930663637,18.3036142802975,1.36315320468662,"dime"
296,2.28667115570627,17.5753273154256,1.33531032850288,"dime"
297,2.23678572409452,18.037435482575,1.32593066457966,"dime"
298,2.2909447777094,17.5500896771209,1.39443329013269,"dime"
299,2.28680318125109,17.6840104554818,1.35585741615978,"dime"
300,2.25361145059472,18.0296506792673,1.35591784506588,"dime"
301,2.22659980301527,17.6548962317462,1.35728012653917,"dime"
302,2.33491265512287,18.2596588312553,1.33482301039108,"dime"
303,2.30171747653686,17.8943425344384,1.35732192173676,"dime"
304,2.27862899749783,18.7402734948291,1.32119748190273,"dime"
305,2.27211995232434,17.336170921905,1.3643330129279,"dime"
306,2.31276794424955,18.3760525932862,1.30321897038036,"dime"
307,2.28485090195345,18.4236706049271,1.33993941452807,"dime"
308,2.25933916667829,17.8982211303056,1.35886995565982,"dime"
309,2.29515448676745,18.3348390964909,1.34767965155219,"dime"
310,2.27601285492837,18.7120807556587,1.36047570395319,"dime"
311,2.27570565693528,17.4772876612711,1.35006940195722,"dime"
312,2.25896458112312,17.9064390453861,1.33601735131711,"dime"
313,2.23996143780468,17.6776369965738,1.34478754027579,"dime"
314,2.32385264722312,18.2482045466702,1.34125260463398,"dime"
315,2.19917414665991,17.6377231943086,1.33887641904226,"dime"
316,2.27223091788462,17.6963886664596,1.39876234078721,"dime"
317,2.2568849501749,17.5186485816842,1.34656733929804,"dime"
318,2.22695646560903,17.9603414769114,1.35567729682238,"dime"
319,2.28251650865712,17.3871453344235,1.35536328437059,"dime"
320,2.28067381408803,17.4518630586935,1.37321538504545,"dime"
321,2.30001299196815,18.651351289649,1.35380788259323,"dime"
322,2.26990784952739,17.9411373411915,1.35169531941088,"dime"
323,2.19253794741961,17.3712620588349,1.34811580310697,"dime"
324,2.24427850525575,17.927645960948,1.29869763652977,"dime"
325,2.2068171424572,17.5549037689549,1.37396121477176,"dime"
326,2.22315524395055,17.652252691646,1.35194093379378,"dime"
327,2.25482420252485,17.957201970059,1.40601300616371,"dime"
328,2.22208917972455,17.8115226974859,1.33744274537123,"dime"
329,2.32974203090501,17.6619334505586,1.34800528823825,"dime"
330,2.30013394267111,17.568731583021,1.39022077232253,"dime"
331,2.29558732484932,17.5636972732196,1.3610462407601,"dime"
332,2.25929194918465,18.0109786915155,1.34781360271252,"dime"
333,2.31170274668544,17.474432257657,1.33730041425814,"dime"
334,2.25782703977131,17.5889744070824,1.32472909243648,"dime"
335,2.2672659746587,17.8673893806696,1.28805097057356,"dime"
336,2.31048037075629,17.9905065827669,1.4087138391675,"dime"
337,2.2959725328702,17.7659092579768,1.41797660487108,"dime"
338,2.38362279520033,17.5171116846644,1.36139747652972,"dime"
339,2.25937605579376,17.9703015486261,1.35552928830422,"dime"
340,2.21648417550383,18.0020683688786,1.39250671092435,"dime"
341,2.2613011896712,17.857475687005,1.383985299754,"dime"
342,2.30467612812964,17.3785582404502,1.35555393445027,"dime"
343,2.33550441230848,18.3662567896869,1.36020482397269,"dime"
344,2.29744311822958,17.5241320262946,1.35729319707522,"dime"
345,2.22903557666989,17.7623441352069,1.37273516951584,"dime"
346,2.22158747560832,17.9960491057165,1.36040846855916,"dime"
347,2.27024172625673,18.4974372323833,1.32515695991562,"dime"
348,2.29274466179285,17.8813305636653,1.34366177647484,"dime"
349,2.28694606053079,17.5810432575753,1.3180831427286,"dime"
350,2.24781331273926,18.4747314699382,1.35135508402308,"dime"
351,2.28153047787325,17.8487972409455,1.36143297338648,"dime"
352,2.22914863433587,18.2832871762124,1.36420833782386,"dime"
353,2.23507736996643,17.9275868753849,1.36740685835383,"dime"
354,2.2907688096114,18.3877458880384,1.33510439755606,"dime"
355,2.31356516119078,18.2441623474448,1.34605165989476,"dime"
356,2.22815876869224,17.5588813733626,1.36112422307806,"dime"
357,2.26509632222258,18.4835471177396,1.36300385244006,"dime"
358,2.25281572241633,17.5793856899295,1.33584763930709,"dime"
359,2.28199807575164,17.7646276884819,1.36249579192161,"dime"
360,2.25435098335822,17.8759695966028,1.33224861495077,"dime"
361,2.34577149931031,18.0172305937914,1.35560439746414,"dime"
362,2.19893140877477,18.1227037125767,1.32512594679022,"dime"
363,2.23160452324856,18.206054826714,1.33899937428985,"dime"
364,2.19662445004115,18.4805816869461,1.29222901171296,"dime"
365,2.29138445789499,18.2379408129199,1.33466748084015,"dime"
366,2.28613757458682,18.0515668546087,1.37528714261582,"dime"
367,2.28776287341377,17.8310543672962,1.37225860700795,"dime"
368,2.30068460708215,17.6080688747753,1.3159608653539,"dime"
369,2.27454317029268,17.82168000962,1.32605139956474,"dime"
370,2.27142638606052,17.4844595197912,1.35391780033723,"dime"
371,2.24248792350699,18.2185706187142,1.40891508613023,"dime"
372,2.23060606335573,18.2509697754286,1.37005113838477,"dime"
373,2.26513439098696,17.7637534819315,1.38827997727615,"dime"
374,2.18612919002832,17.702646863086,1.31508470431912,"dime"
375,2.32496227583153,17.848521027384,1.33725048985289,"dime"
376,2.39798543160928,17.8938689855784,1.33921689172164,"dime"
377,2.28024169897156,17.404371270761,1.36191435421693,"dime"
378,2.26407423347911,18.0610431290013,1.32612839354671,"dime"
379,2.22623770762815,17.686456980853,1.33133785337385,"dime"
380,2.32103241583989,18.4190849462157,1.34618752554115,"dime"
381,2.25334677385069,17.8039244618487,1.35168244641183,"dime"
382,2.27195601843661,18.0035012859279,1.33185570173258,"dime"
383,2.2334263018228,18.2959138972385,1.33666835512519,"dime"
384,2.28037153746188,17.8916338393125,1.32672425977074,"dime"
385,2.29212951138982,17.9658055491167,1.38401473555596,"dime"
386,2.27279517008281,17.8031162784712,1.35676256639332,"dime"
387,2.21959940651978,17.640524475067,1.36239964000269,"dime"
388,2.25440067232843,17.8887355101149,1.34720011246105,"dime"
389,2.24144347285115,17.259215150085,1.35847668977529,"dime"
390,2.29909317126017,17.4945436600478,1.38602238605854,"dime"
391,2.28372356052221,18.3425179983001,1.32674075754881,"dime"
392,2.27480867931577,17.8777574999173,1.36867473059473,"dime"
393,2.24449110899953,17.906744712516,1.30677858268552,"dime"
394,2.23625438221625,17.950308423416,1.33283638773497,"dime"
395,2.26622131931123,17.759150024526,1.36474840230872,"dime"
396,2.31570236671639,17.6448419945391,1.34253901162615,"dime"
397,2.32677681361169,17.2011111213163,1.3422279416607,"dime"
398,2.35228948769587,18.6171695664649,1.35380526635741,"dime"
399,2.23274402820015,17.9633401628953,1.33413758217849,"dime"
400,2.32730981273227,17.6500061214545,1.35906175176357,"dime"
